Order No,Time from Pickup to Arrival
Order_No_12745,1523.51
Order_No_20160,865.94
Order_No_11461,1574.98
Order_No_22626,2694.66
Order_No_19672,2169.26
Order_No_8299,992.68
Order_No_26611,2272.4
Order_No_17269,1205.01
Order_No_21804,1944.49
Order_No_5698,674.95
Order_No_27035,742.29
Order_No_17814,1990.01
Order_No_12374,1473.38
Order_No_280,540.76
Order_No_15243,2114.73
Order_No_22552,1056.6
Order_No_12938,1298.58
Order_No_17756,1083.16
Order_No_9958,2248.83
Order_No_21572,1047.98
Order_No_13788,1795.21
Order_No_21698,1134.06
Order_No_4568,1242.28
Order_No_18326,1019.48
Order_No_22621,1512.26
Order_No_22518,1354.86
Order_No_21981,873.47
Order_No_19943,2328.24
Order_No_1906,1928.08
Order_No_27227,1333.22
Order_No_3704,1256.7
Order_No_10015,1305.13
Order_No_4591,1597.73
Order_No_11021,1146.98
Order_No_9435,3298.81
Order_No_12606,1704.68
Order_No_8719,1432.31
Order_No_20106,897.06
Order_No_20484,2138.1
Order_No_10293,4436.08
Order_No_10503,1015.64
Order_No_26562,3428.38
Order_No_10494,1613.2
Order_No_3451,1376.47
Order_No_3553,1135.69
Order_No_9347,1365.61
Order_No_18970,1075.65
Order_No_11999,933.89
Order_No_19051,864.66
Order_No_19702,1799.25
Order_No_20102,2733.05
Order_No_5653,1936.21
Order_No_10319,2904.89
Order_No_26622,1421.67
Order_No_18514,912.58
Order_No_24105,869.84
Order_No_13407,872.5
Order_No_6773,540.73
Order_No_4090,1823.75
Order_No_19925,1707.0
Order_No_7374,600.32
Order_No_23765,2690.23
Order_No_6304,1495.05
Order_No_25566,1307.47
Order_No_6898,2086.65
Order_No_16909,1376.72
Order_No_22681,1242.89
Order_No_10858,1193.54
Order_No_8577,2269.57
Order_No_21237,1260.26
Order_No_26568,1017.49
Order_No_18310,1982.72
Order_No_12882,1588.0
Order_No_4578,863.6
Order_No_21869,825.11
Order_No_5128,1715.49
Order_No_2609,1000.1
Order_No_241,2292.63
Order_No_4475,678.29
Order_No_5833,1743.64
Order_No_20408,1710.71
Order_No_2820,976.87
Order_No_20896,1578.61
Order_No_15377,1413.54
Order_No_14132,1495.04
Order_No_16129,1546.32
Order_No_9067,2417.67
Order_No_15157,1459.05
Order_No_16408,1144.69
Order_No_5874,2834.43
Order_No_21277,1773.31
Order_No_8317,1295.96
Order_No_2834,2782.46
Order_No_7905,1204.67
Order_No_3416,1134.76
Order_No_22709,1353.29
Order_No_10550,2065.88
Order_No_24066,4119.79
Order_No_11359,1411.05
Order_No_8030,1844.68
Order_No_1166,2558.21
Order_No_14906,2939.03
Order_No_9557,1495.88
Order_No_7864,1286.46
Order_No_944,1288.89
Order_No_19029,1037.23
Order_No_9396,2273.22
Order_No_6593,1820.22
Order_No_13737,1487.27
Order_No_5225,1720.75
Order_No_8988,651.71
Order_No_10010,2077.68
Order_No_13725,1128.08
Order_No_14420,1364.7
Order_No_1399,3421.84
Order_No_17777,1662.02
Order_No_27119,1486.29
Order_No_27768,1165.92
Order_No_16881,2246.09
Order_No_14788,2180.55
Order_No_14603,1113.71
Order_No_14031,905.16
Order_No_9365,1219.7
Order_No_23718,1520.82
Order_No_12276,1209.8
Order_No_17937,1201.13
Order_No_27942,1263.37
Order_No_8919,924.88
Order_No_12428,576.09
Order_No_7550,1773.17
Order_No_12442,1120.73
Order_No_25572,1052.94
Order_No_24525,1382.73
Order_No_13063,1436.48
Order_No_3122,2463.93
Order_No_9220,1942.73
Order_No_18709,855.84
Order_No_18935,1067.37
Order_No_17565,1290.16
Order_No_6849,860.32
Order_No_1490,1317.47
Order_No_25155,826.2
Order_No_6053,1583.41
Order_No_2767,1162.74
Order_No_9943,940.11
Order_No_10518,1500.27
Order_No_14202,1562.4
Order_No_6287,1479.0
Order_No_21467,1339.36
Order_No_22083,1323.43
Order_No_11424,925.4
Order_No_13944,1189.09
Order_No_1625,2108.13
Order_No_5941,1916.85
Order_No_7413,969.16
Order_No_24095,838.14
Order_No_8003,1301.04
Order_No_14979,1096.21
Order_No_9827,1642.7
Order_No_1945,1109.27
Order_No_8280,2176.54
Order_No_22920,2701.88
Order_No_12485,1940.3
Order_No_16059,1595.42
Order_No_11664,1596.4
Order_No_1794,1779.75
Order_No_7099,1074.4
Order_No_9324,2993.0
Order_No_21112,1790.36
Order_No_23293,639.04
Order_No_27203,2308.34
Order_No_24178,1789.04
Order_No_591,1611.68
Order_No_9437,1633.38
Order_No_18634,2173.47
Order_No_24563,2280.17
Order_No_19708,820.17
Order_No_7490,1041.36
Order_No_10322,1321.98
Order_No_21465,1497.81
Order_No_17859,1141.05
Order_No_8954,1484.85
Order_No_14951,1033.88
Order_No_17057,1617.43
Order_No_27933,1104.33
Order_No_27122,1327.84
Order_No_7425,737.43
Order_No_9444,1270.93
Order_No_15606,1316.44
Order_No_20379,2915.25
Order_No_484,1193.8
Order_No_20145,1063.89
Order_No_2478,1876.35
Order_No_17073,1858.79
Order_No_1291,1805.14
Order_No_24396,1378.67
Order_No_839,1894.4
Order_No_1469,1517.4
Order_No_1108,691.54
Order_No_25326,1225.8
Order_No_10588,1014.03
Order_No_18754,710.84
Order_No_10868,1989.59
Order_No_25761,2194.02
Order_No_15350,1318.23
Order_No_5702,971.36
Order_No_2844,1106.64
Order_No_18348,1489.22
Order_No_23445,1599.45
Order_No_10595,1840.63
Order_No_17462,1136.84
Order_No_20071,2151.16
Order_No_21442,1868.56
Order_No_18851,845.84
Order_No_13934,1234.53
Order_No_15392,920.01
Order_No_15723,1581.1
Order_No_4532,2287.85
Order_No_14246,793.84
Order_No_17518,1548.05
Order_No_4382,1715.84
Order_No_8824,1349.65
Order_No_19377,931.76
Order_No_8933,1500.13
Order_No_24748,932.95
Order_No_18151,1609.81
Order_No_17858,2146.91
Order_No_16873,1107.07
Order_No_26357,2368.06
Order_No_21124,1437.54
Order_No_14859,1197.12
Order_No_5333,2139.24
Order_No_16956,2408.18
Order_No_23826,1512.65
Order_No_2826,715.72
Order_No_4720,1258.2
Order_No_26939,937.52
Order_No_16566,1259.45
Order_No_21655,1042.45
Order_No_15872,1205.3
Order_No_1602,886.44
Order_No_917,2562.52
Order_No_1252,854.75
Order_No_20164,1371.85
Order_No_27263,1946.75
Order_No_14687,2313.88
Order_No_14857,1255.94
Order_No_11919,912.95
Order_No_13175,2134.18
Order_No_20929,1882.93
Order_No_23307,883.39
Order_No_7701,1399.1
Order_No_24720,1439.38
Order_No_8223,2167.93
Order_No_14229,924.57
Order_No_15407,1940.8
Order_No_2630,2364.98
Order_No_7290,869.11
Order_No_25312,1400.74
Order_No_9606,1639.38
Order_No_13320,1607.49
Order_No_28084,1159.19
Order_No_20340,1120.51
Order_No_12359,1735.47
Order_No_22773,1583.3
Order_No_20313,1540.55
Order_No_25620,895.56
Order_No_18657,831.64
Order_No_18059,1252.15
Order_No_8808,868.2
Order_No_15691,1182.02
Order_No_11285,2688.0
Order_No_10155,1216.95
Order_No_11738,1797.58
Order_No_11666,1256.64
Order_No_17129,1595.85
Order_No_19657,964.57
Order_No_22412,2170.98
Order_No_1493,1732.55
Order_No_17352,1075.61
Order_No_10798,1120.07
Order_No_24457,1477.5
Order_No_328,1616.36
Order_No_6457,1409.0
Order_No_14735,1161.9
Order_No_24829,2309.95
Order_No_8601,1809.01
Order_No_10477,1468.95
Order_No_21153,3093.46
Order_No_14433,704.29
Order_No_17804,935.02
Order_No_8780,1181.3
Order_No_20167,1127.95
Order_No_8541,2691.56
Order_No_26424,895.64
Order_No_6143,1355.99
Order_No_15039,2098.41
Order_No_16693,1053.09
Order_No_1734,799.07
Order_No_18190,1989.14
Order_No_14074,1757.9
Order_No_27533,1262.58
Order_No_21424,1060.46
Order_No_17391,1486.94
Order_No_27171,584.09
Order_No_6775,2662.35
Order_No_24103,1166.67
Order_No_20453,607.55
Order_No_14571,2118.64
Order_No_11761,1858.87
Order_No_14418,1689.07
Order_No_16659,1768.12
Order_No_473,2196.37
Order_No_1742,816.76
Order_No_5217,957.75
Order_No_1622,1606.98
Order_No_4588,2175.31
Order_No_5896,1891.92
Order_No_9319,1503.58
Order_No_4844,1106.21
Order_No_1675,1371.96
Order_No_20042,1351.87
Order_No_7936,1825.71
Order_No_23555,1537.7
Order_No_13216,1797.74
Order_No_6048,1386.28
Order_No_16397,1245.97
Order_No_3872,2081.96
Order_No_7124,2043.94
Order_No_4171,2692.63
Order_No_17672,1257.98
Order_No_2253,950.95
Order_No_3628,3029.02
Order_No_14569,607.46
Order_No_720,1632.19
Order_No_1544,1436.95
Order_No_1961,1607.92
Order_No_8392,2742.54
Order_No_3754,2569.48
Order_No_2897,1086.81
Order_No_186,1070.67
Order_No_8274,1239.38
Order_No_5564,1447.18
Order_No_17175,1291.12
Order_No_22979,740.46
Order_No_9064,1160.18
Order_No_5750,1487.89
Order_No_9041,1875.28
Order_No_14881,1596.58
Order_No_24402,1811.1
Order_No_3802,955.35
Order_No_3750,1223.63
Order_No_6857,1434.38
Order_No_4490,1871.55
Order_No_3268,1586.57
Order_No_22459,1465.73
Order_No_16102,2046.24
Order_No_18701,2532.55
Order_No_25693,1947.7
Order_No_4949,1940.97
Order_No_25315,1611.33
Order_No_19084,1121.82
Order_No_2166,792.08
Order_No_13328,1011.31
Order_No_5108,1305.6
Order_No_17333,1054.73
Order_No_5392,1329.48
Order_No_10337,1560.47
Order_No_27433,1728.72
Order_No_1050,1521.04
Order_No_22721,1187.19
Order_No_24918,2078.81
Order_No_9151,780.84
Order_No_24248,2097.04
Order_No_21369,833.94
Order_No_2864,2123.52
Order_No_26898,1387.95
Order_No_5380,1351.36
Order_No_19598,1476.62
Order_No_17470,1228.81
Order_No_12055,1195.69
Order_No_11098,1209.83
Order_No_11340,772.97
Order_No_317,966.12
Order_No_9351,1352.43
Order_No_9075,1221.62
Order_No_6879,1447.67
Order_No_24029,1609.13
Order_No_5,862.1
Order_No_5912,1104.82
Order_No_28090,1480.89
Order_No_2967,2077.35
Order_No_20249,907.8
Order_No_24432,735.29
Order_No_19238,1863.16
Order_No_6307,1469.35
Order_No_15284,1023.78
Order_No_21425,2212.86
Order_No_13519,801.05
Order_No_24222,3279.15
Order_No_9975,1429.54
Order_No_27364,1138.03
Order_No_1824,979.54
Order_No_9835,1345.67
Order_No_3333,1316.49
Order_No_5132,2503.18
Order_No_15343,208.68
Order_No_6446,731.57
Order_No_5704,1559.32
Order_No_6971,1877.76
Order_No_16933,2211.46
Order_No_27180,1886.13
Order_No_18376,1392.6
Order_No_20097,1010.57
Order_No_21595,921.33
Order_No_27794,1160.86
Order_No_17696,1532.52
Order_No_16085,2251.39
Order_No_4523,1155.55
Order_No_4148,2739.0
Order_No_17107,1251.88
Order_No_9181,952.87
Order_No_26501,2503.26
Order_No_24437,1237.15
Order_No_9832,814.8
Order_No_12284,1532.19
Order_No_3424,1189.44
Order_No_23387,1351.33
Order_No_7891,1028.36
Order_No_9261,1270.62
Order_No_10768,956.58
Order_No_21795,2424.21
Order_No_24556,2240.17
Order_No_10377,1069.87
Order_No_19583,1511.79
Order_No_15864,1031.8
Order_No_12770,1167.23
Order_No_10617,2835.66
Order_No_23518,2269.63
Order_No_8371,1778.63
Order_No_16100,2120.7
Order_No_14643,2039.25
Order_No_6601,1391.54
Order_No_19735,1333.63
Order_No_13764,910.58
Order_No_6620,1374.9
Order_No_12616,1549.89
Order_No_10709,823.99
Order_No_10907,1712.31
Order_No_27484,1440.06
Order_No_18244,927.08
Order_No_12806,2915.2
Order_No_14225,1647.05
Order_No_1370,1206.35
Order_No_25399,2973.25
Order_No_14033,1140.94
Order_No_26700,1052.78
Order_No_21497,1428.18
Order_No_15456,1843.8
Order_No_15049,1427.7
Order_No_9113,1684.83
Order_No_9687,2357.4
Order_No_9730,1630.01
Order_No_20357,914.92
Order_No_25862,1325.36
Order_No_9345,543.43
Order_No_25792,658.83
Order_No_8399,1179.46
Order_No_26207,1528.89
Order_No_20586,2617.14
Order_No_9245,1270.45
Order_No_12084,1402.03
Order_No_16782,2414.6
Order_No_6339,1027.53
Order_No_16800,759.36
Order_No_15447,1685.74
Order_No_23289,824.16
Order_No_10536,1572.96
Order_No_5734,1177.33
Order_No_21140,1456.37
Order_No_24827,1525.71
Order_No_23717,780.27
Order_No_19240,896.39
Order_No_6911,2194.44
Order_No_2027,1647.83
Order_No_18417,1413.09
Order_No_1158,1174.29
Order_No_24661,1310.37
Order_No_23192,1072.48
Order_No_5959,1717.16
Order_No_16952,1703.58
Order_No_18050,878.81
Order_No_15651,940.49
Order_No_5364,916.63
Order_No_16773,1044.51
Order_No_26648,890.97
Order_No_21588,1035.53
Order_No_9423,1356.51
Order_No_23458,2739.29
Order_No_27999,1974.01
Order_No_12388,863.2
Order_No_26679,1551.18
Order_No_2017,1311.73
Order_No_6765,1753.74
Order_No_27689,1945.68
Order_No_12135,1699.45
Order_No_11262,1209.85
Order_No_27451,1569.18
Order_No_4261,2207.55
Order_No_22413,1616.03
Order_No_22006,988.8
Order_No_23443,1610.4
Order_No_22489,1226.73
Order_No_20923,1825.25
Order_No_20978,1540.87
Order_No_16502,1432.05
Order_No_6180,1336.81
Order_No_848,1919.22
Order_No_18938,1164.86
Order_No_154,1941.95
Order_No_12989,1858.75
Order_No_12590,1858.52
Order_No_8200,1434.4
Order_No_24235,1311.02
Order_No_10701,984.8
Order_No_19203,3123.61
Order_No_11689,2511.2
Order_No_11941,789.31
Order_No_26597,1333.44
Order_No_12528,1701.57
Order_No_13377,1404.84
Order_No_22381,1477.35
Order_No_3911,2412.19
Order_No_339,1678.23
Order_No_19435,1321.55
Order_No_14923,2715.39
Order_No_26183,1587.35
Order_No_4915,950.92
Order_No_13531,1501.26
Order_No_10842,2303.83
Order_No_8114,1579.15
Order_No_11375,1422.11
Order_No_5687,1686.14
Order_No_15895,2338.06
Order_No_20389,1499.48
Order_No_17471,1141.61
Order_No_19110,1990.52
Order_No_20208,2324.86
Order_No_10347,2348.85
Order_No_27058,1004.55
Order_No_7656,1281.55
Order_No_15168,1446.95
Order_No_11446,1814.23
Order_No_9214,1284.22
Order_No_27903,814.91
Order_No_13707,3110.96
Order_No_14304,2915.08
Order_No_6532,1016.98
Order_No_6008,1560.5
Order_No_22147,2317.39
Order_No_21503,1275.95
Order_No_16580,3628.41
Order_No_11845,2337.25
Order_No_11599,2017.6
Order_No_15533,1162.27
Order_No_10048,788.46
Order_No_16745,1536.23
Order_No_16290,1947.44
Order_No_9600,1365.51
Order_No_1531,1768.92
Order_No_883,1374.82
Order_No_5725,1064.58
Order_No_3277,673.86
Order_No_19620,760.22
Order_No_12477,1353.52
Order_No_17431,2917.43
Order_No_11812,1241.29
Order_No_5460,1283.32
Order_No_9020,2419.7
Order_No_27443,1475.06
Order_No_10593,1195.14
Order_No_430,1142.89
Order_No_21313,1902.53
Order_No_1026,2468.64
Order_No_24280,1239.93
Order_No_11084,1996.3
Order_No_2076,1511.91
Order_No_8625,1864.31
Order_No_6625,1828.09
Order_No_2552,1507.26
Order_No_7380,1718.3
Order_No_7479,1922.45
Order_No_137,1730.79
Order_No_19261,724.46
Order_No_22313,1525.11
Order_No_6876,2056.22
Order_No_8236,1067.74
Order_No_7115,961.3
Order_No_14797,1430.62
Order_No_26573,1463.11
Order_No_8197,1517.28
Order_No_24713,1287.81
Order_No_2477,3067.11
Order_No_17895,896.78
Order_No_15444,1011.77
Order_No_14007,930.75
Order_No_7622,1282.82
Order_No_25052,1354.62
Order_No_19230,1482.16
Order_No_20753,870.83
Order_No_19290,1123.8
Order_No_1081,2227.58
Order_No_6771,1637.71
Order_No_19224,2856.89
Order_No_17839,2321.94
Order_No_1687,2020.41
Order_No_14996,1133.82
Order_No_3584,942.31
Order_No_17611,2321.22
Order_No_15148,1070.85
Order_No_13427,1152.98
Order_No_10671,1803.88
Order_No_11519,1873.74
Order_No_9203,1470.44
Order_No_5254,1233.39
Order_No_10065,1917.19
Order_No_4910,978.36
Order_No_23533,2178.01
Order_No_18639,1693.89
Order_No_7237,2156.0
Order_No_12624,720.63
Order_No_1072,1205.21
Order_No_24471,1458.18
Order_No_27828,3097.4
Order_No_21959,1041.29
Order_No_26123,2377.43
Order_No_4491,1980.15
Order_No_2679,1942.99
Order_No_11860,1471.16
Order_No_3901,523.47
Order_No_8397,2167.16
Order_No_12499,1088.66
Order_No_21788,1375.91
Order_No_18208,2048.12
Order_No_5969,2090.34
Order_No_12913,1071.03
Order_No_2018,971.56
Order_No_5917,1946.29
Order_No_27894,3311.28
Order_No_21094,770.37
Order_No_5914,1483.98
Order_No_16348,1120.52
Order_No_6556,1325.5
Order_No_4040,1736.07
Order_No_10869,1103.6
Order_No_4571,1988.4
Order_No_7811,1529.34
Order_No_6680,1540.49
Order_No_16628,1623.53
Order_No_26599,1404.68
Order_No_7327,1234.69
Order_No_20373,1495.79
Order_No_8401,1462.18
Order_No_24179,1205.81
Order_No_26664,1401.25
Order_No_19802,2238.53
Order_No_8643,1328.23
Order_No_26011,1367.83
Order_No_17545,1225.45
Order_No_11928,1457.27
Order_No_11207,1588.94
Order_No_11462,1821.59
Order_No_1680,1936.97
Order_No_22134,851.29
Order_No_27726,877.84
Order_No_18928,2121.67
Order_No_8503,2775.2
Order_No_15369,986.09
Order_No_13532,1522.53
Order_No_1322,2577.14
Order_No_4478,1513.02
Order_No_28019,830.15
Order_No_27783,1406.53
Order_No_23351,955.98
Order_No_22899,1353.61
Order_No_26760,2356.5
Order_No_19711,1105.23
Order_No_10767,816.86
Order_No_11065,996.49
Order_No_27419,2223.04
Order_No_18610,2060.09
Order_No_15514,1780.79
Order_No_26349,1152.18
Order_No_21089,1124.99
Order_No_15474,1308.31
Order_No_6729,844.57
Order_No_4821,931.1
Order_No_14042,1005.14
Order_No_12884,2175.32
Order_No_27804,1022.77
Order_No_16555,920.76
Order_No_6391,1868.42
Order_No_26718,914.19
Order_No_7651,1461.99
Order_No_4974,1475.94
Order_No_6170,1856.9
Order_No_17032,876.93
Order_No_19438,1604.21
Order_No_22905,899.87
Order_No_17935,1613.59
Order_No_19567,1872.92
Order_No_25555,1465.51
Order_No_2125,1202.89
Order_No_10748,1791.87
Order_No_17426,1811.15
Order_No_14801,2114.03
Order_No_10236,1608.87
Order_No_4908,1090.3
Order_No_4661,1702.59
Order_No_18330,1819.75
Order_No_15539,1337.36
Order_No_16937,1588.01
Order_No_26600,2651.82
Order_No_9919,958.25
Order_No_26139,942.11
Order_No_17173,1255.34
Order_No_979,1368.13
Order_No_20091,1261.14
Order_No_11677,1351.41
Order_No_17635,3060.99
Order_No_16319,1291.45
Order_No_18329,2704.38
Order_No_1346,947.13
Order_No_16698,1361.44
Order_No_26885,1502.35
Order_No_9796,1567.3
Order_No_21410,3061.87
Order_No_11755,845.21
Order_No_18163,1346.45
Order_No_13914,1421.76
Order_No_27032,2006.99
Order_No_9305,1409.58
Order_No_23014,1536.1
Order_No_18763,1270.22
Order_No_23608,2280.03
Order_No_8248,178.55
Order_No_5211,1472.8
Order_No_2086,1604.04
Order_No_1230,1324.76
Order_No_10145,1205.92
Order_No_21947,3777.85
Order_No_17953,1413.96
Order_No_16230,2092.72
Order_No_14047,935.72
Order_No_4055,2398.77
Order_No_17402,1453.41
Order_No_9522,1916.22
Order_No_28249,1599.33
Order_No_9558,1691.43
Order_No_14413,2191.66
Order_No_15356,1061.3
Order_No_16195,1279.46
Order_No_14750,1890.1
Order_No_15697,1457.96
Order_No_26928,2067.4
Order_No_24291,2451.4
Order_No_9663,1495.35
Order_No_2794,984.27
Order_No_13134,2239.71
Order_No_18039,2158.88
Order_No_3583,1058.76
Order_No_8134,1049.53
Order_No_21798,2230.2
Order_No_27525,2101.89
Order_No_26602,1007.62
Order_No_25854,980.2
Order_No_10859,760.68
Order_No_21776,1671.27
Order_No_11356,540.43
Order_No_7468,1639.59
Order_No_5148,1467.18
Order_No_14364,2220.09
Order_No_690,770.82
Order_No_15661,1447.51
Order_No_23177,1192.7
Order_No_931,1287.04
Order_No_1688,1358.55
Order_No_16779,1247.48
Order_No_21845,2060.62
Order_No_24379,1606.69
Order_No_20979,959.23
Order_No_8455,781.56
Order_No_13251,2167.46
Order_No_10573,1098.34
Order_No_14885,692.84
Order_No_27033,871.77
Order_No_22841,886.68
Order_No_16754,2705.81
Order_No_27922,1985.81
Order_No_25642,1385.97
Order_No_5988,2417.04
Order_No_15587,1086.56
Order_No_1508,1122.54
Order_No_129,1792.62
Order_No_24360,2397.5
Order_No_6812,1100.63
Order_No_11228,1663.02
Order_No_11692,783.29
Order_No_9404,998.92
Order_No_20310,914.19
Order_No_2885,2811.89
Order_No_28212,1753.15
Order_No_25266,1420.5
Order_No_20078,846.28
Order_No_24257,2125.73
Order_No_15933,1788.19
Order_No_23749,1853.09
Order_No_17670,1207.8
Order_No_27545,1425.71
Order_No_7387,1844.33
Order_No_11612,1240.13
Order_No_6806,1595.52
Order_No_7941,811.94
Order_No_17466,980.28
Order_No_12229,944.7
Order_No_8214,1598.81
Order_No_14694,1587.58
Order_No_11308,2049.48
Order_No_20722,1517.42
Order_No_21562,2143.02
Order_No_24044,1221.04
Order_No_8429,1481.37
Order_No_26843,1356.51
Order_No_9771,2064.31
Order_No_23304,1796.29
Order_No_12256,1284.1
Order_No_10872,2026.24
Order_No_22685,1766.26
Order_No_24879,1313.01
Order_No_21394,1665.5
Order_No_18335,1234.71
Order_No_12238,2233.0
Order_No_18831,773.22
Order_No_9232,889.59
Order_No_18100,2042.93
Order_No_8888,1198.12
Order_No_14081,806.39
Order_No_7884,1121.84
Order_No_25298,1681.34
Order_No_9101,1756.5
Order_No_10251,929.37
Order_No_8125,2420.09
Order_No_9160,1118.03
Order_No_28242,2116.66
Order_No_27777,1342.38
Order_No_5783,1295.82
Order_No_2734,2415.29
Order_No_1554,2235.45
Order_No_2063,3005.22
Order_No_21359,794.91
Order_No_5465,1307.67
Order_No_20917,997.89
Order_No_24645,952.65
Order_No_7562,843.3
Order_No_18472,1163.04
Order_No_1391,1441.02
Order_No_13677,1494.72
Order_No_61,2176.22
Order_No_20361,1844.99
Order_No_17262,3772.79
Order_No_12537,1060.73
Order_No_25890,1111.93
Order_No_4810,1598.4
Order_No_9428,1244.35
Order_No_10797,1847.89
Order_No_844,2123.3
Order_No_20046,1909.1
Order_No_537,1686.11
Order_No_16378,977.08
Order_No_18254,1047.03
Order_No_10556,1681.84
Order_No_169,2033.11
Order_No_21133,1067.4
Order_No_15409,3683.92
Order_No_20894,1718.98
Order_No_6964,1467.0
Order_No_26633,1252.5
Order_No_10916,1165.03
Order_No_11647,912.87
Order_No_27808,1499.87
Order_No_8935,1439.92
Order_No_17729,1115.33
Order_No_17186,2219.93
Order_No_27500,1489.13
Order_No_8221,1336.16
Order_No_10557,2075.07
Order_No_27695,809.33
Order_No_12149,1885.76
Order_No_9230,1914.43
Order_No_6441,1497.79
Order_No_10033,2582.06
Order_No_26321,2692.74
Order_No_22964,2666.26
Order_No_14938,1588.19
Order_No_8528,1238.44
Order_No_20745,1790.32
Order_No_14941,1005.54
Order_No_13115,1153.05
Order_No_15134,2679.73
Order_No_11570,2211.95
Order_No_7924,1417.61
Order_No_10144,1963.3
Order_No_17146,1328.53
Order_No_15352,1267.99
Order_No_978,1837.79
Order_No_8028,1509.99
Order_No_6407,1373.36
Order_No_5537,1225.35
Order_No_12525,1301.51
Order_No_11500,2001.66
Order_No_16246,2732.19
Order_No_11904,1123.09
Order_No_3798,1329.93
Order_No_26674,798.88
Order_No_17708,948.17
Order_No_5213,1347.76
Order_No_6045,740.46
Order_No_5621,1080.48
Order_No_16108,1479.05
Order_No_15506,1206.88
Order_No_8755,1430.92
Order_No_1360,1815.45
Order_No_27395,888.58
Order_No_23096,1082.66
Order_No_2045,2247.88
Order_No_19189,962.81
Order_No_19354,1155.06
Order_No_24826,1462.34
Order_No_6487,954.5
Order_No_18063,990.14
Order_No_4259,2415.4
Order_No_25781,836.27
Order_No_2375,2269.75
Order_No_9781,1016.88
Order_No_3335,1225.04
Order_No_22029,1599.03
Order_No_138,914.39
Order_No_21879,1748.0
Order_No_9284,1001.03
Order_No_4869,1757.4
Order_No_27890,2221.59
Order_No_11430,1761.04
Order_No_315,1212.23
Order_No_1949,1259.06
Order_No_17579,1622.22
Order_No_20113,1227.49
Order_No_27640,1040.76
Order_No_16065,1642.45
Order_No_7053,1560.41
Order_No_16483,1811.93
Order_No_27001,2404.8
Order_No_15834,1509.05
Order_No_13850,1060.84
Order_No_13928,1531.87
Order_No_14110,1185.32
Order_No_19043,678.92
Order_No_28027,1633.84
Order_No_10827,1418.1
Order_No_18023,1211.94
Order_No_3517,972.51
Order_No_4213,1116.33
Order_No_14404,1099.37
Order_No_27555,1466.87
Order_No_14039,1520.22
Order_No_18650,670.86
Order_No_16247,937.19
Order_No_2712,670.96
Order_No_11003,1852.18
Order_No_11840,1594.32
Order_No_15584,999.72
Order_No_8764,1110.86
Order_No_9400,1578.2
Order_No_22993,1236.13
Order_No_3559,1400.42
Order_No_23835,1620.51
Order_No_20987,1431.13
Order_No_7577,1202.81
Order_No_3418,1642.26
Order_No_8825,1513.66
Order_No_24028,1671.2
Order_No_1523,897.21
Order_No_5245,2123.84
Order_No_27310,1025.29
Order_No_11085,1064.45
Order_No_422,1292.55
Order_No_19158,1368.39
Order_No_8446,1019.7
Order_No_12997,1073.45
Order_No_23131,847.94
Order_No_18227,1659.48
Order_No_2264,1279.45
Order_No_24309,743.57
Order_No_25170,2121.21
Order_No_11438,1849.44
Order_No_5084,690.74
Order_No_1217,1315.25
Order_No_581,1824.4
Order_No_8449,1233.04
Order_No_18858,2462.64
Order_No_12010,2108.09
Order_No_13205,759.31
Order_No_8432,1536.27
Order_No_14988,719.26
Order_No_1612,1423.0
Order_No_11629,1381.17
Order_No_27079,1224.52
Order_No_8803,1068.24
Order_No_662,914.08
Order_No_22030,1200.92
Order_No_9577,1341.8
Order_No_2500,1329.23
Order_No_119,1747.38
Order_No_11047,865.23
Order_No_1472,2396.36
Order_No_2330,933.78
Order_No_14767,1359.51
Order_No_28039,2779.35
Order_No_11036,1230.47
Order_No_23234,2041.68
Order_No_1326,2046.58
Order_No_12063,789.01
Order_No_7501,1290.5
Order_No_24155,1782.98
Order_No_18592,1581.11
Order_No_3369,1962.12
Order_No_7114,2566.16
Order_No_13180,1474.34
Order_No_25906,1752.8
Order_No_18658,1293.78
Order_No_12227,655.21
Order_No_18642,1498.62
Order_No_7130,2215.35
Order_No_26018,998.01
Order_No_21828,1033.54
Order_No_11408,1742.72
Order_No_23502,1655.11
Order_No_20520,1516.24
Order_No_846,1727.65
Order_No_9468,1831.16
Order_No_13048,1468.95
Order_No_19818,2320.09
Order_No_19785,1712.14
Order_No_12366,1128.09
Order_No_13909,1612.58
Order_No_5402,1016.04
Order_No_12263,2979.91
Order_No_8243,1450.23
Order_No_7585,2513.3
Order_No_16258,2926.97
Order_No_10886,887.7
Order_No_24770,1681.7
Order_No_13544,1320.92
Order_No_6599,1648.19
Order_No_20775,1867.16
Order_No_27271,1808.66
Order_No_4025,1616.57
Order_No_19150,873.7
Order_No_18090,1252.73
Order_No_18791,3464.56
Order_No_9240,1230.01
Order_No_23250,857.97
Order_No_6030,1227.37
Order_No_6102,1171.23
Order_No_27422,997.17
Order_No_22559,1575.37
Order_No_3627,758.86
Order_No_8960,619.36
Order_No_25074,1439.29
Order_No_5785,1187.07
Order_No_9451,1239.64
Order_No_20567,1185.8
Order_No_24504,3633.16
Order_No_24571,1063.69
Order_No_25071,1401.31
Order_No_26788,1390.71
Order_No_19052,1104.41
Order_No_9447,1428.52
Order_No_8038,1072.1
Order_No_13064,1773.33
Order_No_346,870.24
Order_No_11671,1552.9
Order_No_15035,1795.51
Order_No_26903,1205.45
